title,daily_rank,daily_movement,weekly_movement,view_count,like_count,comment_count,video_tags,publish_date,tokens,category,title_len
FlipTop - Romano vs 3rdy @ Isabuhay 2024,8,41,42,1021595,23220,4518,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, ahon, mhot, pikon, galit, katana, fetus, ice, negho, gy, m zhayt, emar, industriya, vitrum, ruffian, slock, zhayt, 2024, jr, zero, sur, henyo, romano, 3rdy",2024-05-14 00:00:00+00:00,"['fliptop', 'romano', 'vs', '3rdy', 'isabuhay', '2024']",Music,6
FlipTop - Shehyee vs EJ Power,5,45,45,2685189,61390,12035,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, scenes, style, clash, rhyme, 2024, power, gl, ej, cripli, GL, balentong, sinio, sight, dos por dos, atoms, cygnus, clipted, sickreto, gy, pamoso, caspher, hespero, negho gy, gubat, vitrum, ahon, ahon 15, shehyee",2025-01-05 00:00:00+00:00,"['fliptop', 'shehyee', 'vs', 'ej', 'power']",Music,5
FlipTop - Shernan vs Luxuria,23,25,27,922524,17064,4103,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, fliptop new, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, 2022, isyu, style, clash, rhyme, sinio, ahon 13, ahon, zaito, 2023, kram, zend, luke, gubat, 12, nikki, k-ram, k ram, jonas, murdz, empithri, bohol, shernan, luxuria",2023-11-07 00:00:00+00:00,"['fliptop', 'shernan', 'vs', 'luxuria']",Music,4
FlipTop - Shernan vs Pistolero,19,30,31,1758578,31475,3828,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, freestyle, finals, scenes, style, clash, rhyme, 2024, power, gl, ej, cripli, GL, sinio, sight, atoms, vitrum, ahon, ahon 15, shehyee, tipsy d, frooz, m zhayt, towpher, slockone, jonas, zend, luke, por dos, lhipkram, sayadd, shernan, pistolero, romano",2025-03-01 00:00:00+00:00,"['fliptop', 'shernan', 'vs', 'pistolero']",Music,4
FlipTop - Shernan vs Sak Maestro,15,33,35,2156597,42094,5662,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, ahon, 2023, charron, smugglaz, ahon 14, mhot, sayadd, pikon, galit, blaque, gl, poison, baliw, 3rdy, sur, masta, feat, slock, one, shernan, sak, maestro",2024-03-09 00:00:00+00:00,"['fliptop', 'shernan', 'vs', 'sak', 'maestro']",Music,5
FlipTop - Sinio vs Shernan,1,49,49,6330517,205187,20966,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, 2024, power, 13, gl, won, minutes, katana, tipsy d, ej, cripli, sur, 12, GL, freak, sanchez, ghostly, crispy, fetus, silip, bwelta, balentong, 11, sinio, shernan",2024-10-30 00:00:00+00:00,"['fliptop', 'sinio', 'vs', 'shernan']",Music,4
FlipTop - SlockOne vs Vitrum @ Isabuhay 2024 Semifinals,16,26,34,826181,17145,4218,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, 2024, power, 13, gl, won, minutes, katana, tipsy d, ej, cripli, 12, GL, crispy, fetus, silip, bwelta, balentong, 11, sinio, shernan, semis, semifinals, slock, one, vitrum",2024-11-06 00:00:00+00:00,"['fliptop', 'slockone', 'vs', 'vitrum', 'isabuhay', '2024', 'semifinals']",Music,7
FlipTop - Smugglaz vs Charron (Subtitle Battle),1,46,49,2121565,55134,5463,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, GL, fliptop new, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, 2022, isyu, style, clash, rhyme, sinio, ahon 13, ahon, 2023, charron, kotd, smugglaz, ahon 14, class g, emar, vitrum, ruffian, hazky, invictus, champion",2024-01-01 00:00:00+00:00,"['fliptop', 'smugglaz', 'vs', 'charron', 'subtitle', 'battle']",Music,6
FlipTop - Sur Henyo vs GL @ Isabuhay 2024,8,41,42,1492384,40029,9375,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, 2024, power, 13, gl, rapollo, won, minutes, sayadd, m zhayt, katana, lhipkram, tipsy, tipsy d, batang, rebelde, ej, romano, cripli, sur, henyo, unibersikulo, 12, GL",2024-09-02 00:00:00+00:00,"['fliptop', 'sur', 'henyo', 'vs', 'gl', 'isabuhay', '2024']",Music,7
FlipTop - Tipsy D vs Batang Rebelde,6,41,44,1895975,52310,7886,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, isyu, style, clash, rhyme, 2024, power, 13, gl, rapollo, won, minutes, sayadd, m zhayt, katana, lhipkram, tipsy, tipsy d, batang, rebelde, ej, romano, cripli, sur, henyo, unibersikulo, 12",2024-08-29 00:00:00+00:00,"['fliptop', 'tipsy', 'vs', 'batang', 'rebelde']",Music,5
FlipTop - Vitrum vs Ruffian,31,19,19,288136,6946,1367,"fliptop, flip top, flip top battles, fliptopbattles, fliptop battle, GL, fliptop new, new, latest, content, battle, rap, underground, hiphop, filipino, pinoy, tagalog, philippines, pinas, vs, verse, music, bars, best, jokes, highlights, funny, lines, comedy, performance, live, highlight, isabuhay, anygma, loonie, old, school, dos, por dos, freestyle, finals, speed, sound, check, scenes, 2022, isyu, style, clash, rhyme, sinio, ahon 13, ahon, 2023, charron, kotd, smugglaz, ahon 14, bwelta, balentong, class g, emar, industriya, vitrum, ruffian",2023-12-20 00:00:00+00:00,"['fliptop', 'vitrum', 'vs', 'ruffian']",Music,4
Fortunato Salas: Kilabot ng Pampanga | Laarni Enriquez | Full Tagalog Action Movie,30,20,20,637666,3985,84,"fotunato salas kilabot ng pampanga full movie, jungo pinoy movies, tagalog movies, tagalog full movie, full movie, free movie, free full movie tagalog dubbed, full length filipino movies, laarni enriquez movie, tagalog dubbed full movie, tagalog dubbed full movie action, tagalog dubbed, tagalized action movies, tagalog dubbed action movies, tagalized full movies, tagalized movie, best tagalog action movies, tagalog dubbed action movie, tagalog dubbed action movies 2022",2024-05-10 00:00:00+00:00,"['fortunato', 'salas', 'kilabot', 'pampanga', 'laarni', 'enriquez', 'tagalog', 'action', 'movie']",Foreign,9
"GANDAhamnida, South Korea! 🫰 | Vice Ganda",28,21,22,543960,12687,220,"vice ganda, vice, ganda, meme vice, meme, vicegandako, praybeytbenjamin, teamviceph, vice ganda house tour, vice ganda funny moments, vice ganda movie, gabing gabi na vice",2023-12-17 00:00:00+00:00,"['gandahamnida', 'south', 'korea', 'vice', 'ganda']",Comedy,5
GITNA,5,42,45,2409726,81066,5776,"geo ong, vlog, vlogger, ybs, travel, adventure, palawan, gio, ong, gioong, hiphop, covid19, covid, corona, pinoy, philippines, youngbloods, dougie, congtv, teampayaman, jolai, viy, yow, bosskeng, exb, exbattalion, skustclee, yongee, flowg, angelicayap, offroad, livelife, ranzkyle, niana, ranz&niana, camping, offgrid, wildasovich, harabas",2024-11-12 00:00:00+00:00,['gitna'],Foreign,1
GOLI GNIBAT,8,42,42,1752294,74363,5186,"geo ong, vlog, vlogger, ybs, travel, adventure, palawan, gio, ong, gioong, hiphop, covid19, covid, corona, pinoy, philippines, youngbloods, dougie, congtv, teampayaman, jolai, viy, yow, bosskeng, exb, exbattalion, skustclee, yongee, flowg, angelicayap, offroad, livelife, ranzkyle, niana, ranz&niana, camping, offgrid, wildasovich, harabas",2025-03-07 00:00:00+00:00,"['goli', 'gnibat']",Foreign,2
GORIO PUNASAN: REBEL DRIVER | CHIQUITO | FULL TAGALOG COMEDY MOVIE,12,35,38,826895,3853,93,"gorio punasan rebel driver movie, jungo pinoy movies, tagalog movies, tagalog full movie, full movie, free movie, free full movie tagalog dubbed, full length filipino movies, full movie filipino film, tagalog dubbed full movie, tagalog dubbed full movie comedy, tagalog dubbed, tagalized comedy movies, tagalog dubbed comedy movies, tagalized full movies, best tagalog comedy movies, tagalog dubbed comedy film, tagalog dubbed comedy movies 2022, free tagalog movies",2023-12-12 00:00:00+00:00,"['gorio', 'punasan', 'rebel', 'driver', 'chiquito', 'tagalog', 'comedy', 'movie']",Foreign,8
GREYS FAMILY S1 EP1,29,21,21,511062,12990,1919,"raffy tulfo, raffy tulfo action, von ordona, billionaire gang, cong tv, viy cortez, team payaman, alex gonzaga, small laude, ivana alawi, zeinab harake, geo ong, toni fowler, toni reality show",2024-02-03 00:00:00+00:00,"['greys', 'family', 's1', 'ep1']",Action/Adventure,4
GREYS FAMILY S1 EP2 'AMBISYOSA',10,40,40,534043,13592,4083,"raffy tulfo, raffy tulfo action, von ordona, billionaire gang, cong tv, viy cortez, team payaman, alex gonzaga, small laude, ivana alawi, zeinab harake, geo ong, toni fowler, toni reality show",2024-02-10 00:00:00+00:00,"['greys', 'family', 's1', 'ep2', 'ambisyosa']",Action/Adventure,5
GREYS FAMILY S1 EP3 'BUHAY DALAGA',22,28,28,466342,10168,3035,"raffy tulfo, raffy tulfo action, von ordona, billionaire gang, cong tv, viy cortez, team payaman, alex gonzaga, small laude, ivana alawi, zeinab harake, geo ong, toni fowler, toni reality show",2024-02-17 00:00:00+00:00,"['greys', 'family', 's1', 'ep3', 'buhay', 'dalaga']",Action/Adventure,6
GREYS FAMILY S2 EP1 'PAALAM',35,15,15,494760,11190,2168,"raffy tulfo, raffy tulfo action, von ordona, billionaire gang, cong tv, viy cortez, team payaman, alex gonzaga, small laude, ivana alawi, zeinab harake, geo ong, toni fowler, toni reality show, greys family, greys family reality show",2024-05-04 00:00:00+00:00,"['greys', 'family', 's2', 'ep1', 'paalam']",Action/Adventure,5
GREYS FAMILY S2 EP2 'BALIKAN SI EX',27,23,23,544111,10746,2503,"raffy tulfo, raffy tulfo action, von ordona, billionaire gang, cong tv, viy cortez, team payaman, alex gonzaga, small laude, ivana alawi, zeinab harake, geo ong, toni fowler, toni reality show, greys family, greys family reality show",2024-05-11 00:00:00+00:00,"['greys', 'family', 's2', 'ep2', 'balikan', 'si', 'ex']",Action/Adventure,7
GREYS FAMILY S2 EP3 'INGGITERA',15,35,35,665730,11857,7586,"raffy tulfo, raffy tulfo action, von ordona, billionaire gang, cong tv, viy cortez, team payaman, alex gonzaga, small laude, ivana alawi, zeinab harake, geo ong, toni fowler, toni reality show, greys family, greys family reality show",2024-05-18 00:00:00+00:00,"['greys', 'family', 's2', 'ep3', 'inggitera']",Action/Adventure,5
GREYS FAMILY S2 EP4 'HIMAS REHAS',9,33,41,982569,14034,7495,"raffy tulfo, raffy tulfo action, von ordona, billionaire gang, cong tv, viy cortez, team payaman, alex gonzaga, small laude, ivana alawi, zeinab harake, geo ong, toni fowler, toni reality show, greys family, greys family reality show",2024-05-25 00:00:00+00:00,"['greys', 'family', 's2', 'ep4', 'himas', 'rehas']",Action/Adventure,6
HANGGANG SA MULI,6,41,44,2367922,80036,4929,"geo ong, vlog, vlogger, ybs, travel, adventure, palawan, gio, ong, gioong, hiphop, covid19, covid, corona, pinoy, philippines, youngbloods, dougie, congtv, teampayaman, jolai, viy, yow, bosskeng, exb, exbattalion, skustclee, yongee, flowg, angelicayap, offroad, livelife, ranzkyle, niana, ranz&niana, camping, offgrid, wildasovich, harabas",2025-01-28 00:00:00+00:00,[],Foreign,0
Happy Nyuyuyuyuyuyuyu Year! | VICE GANDA,11,39,39,1165507,26253,662,,2024-01-06 00:00:00+00:00,"['happy', 'nyuyuyuyuyuyuyu', 'year', 'vice', 'ganda']",Foreign,5
Honest and Serious Conversation with Mikee by Alex Gonzaga,11,22,39,1408967,33874,2294,"Alex gonzaga, Alex vlog, New vlog, Ivana alawi, Zeinab, Cong tv, Showtime, Eat, Tvj, Tv5, Gma, Bulaga, News, Travel, New video, Vlog trip, Alex g, Gonzaga, Friends, Best friends, Bff, Funny, New vid, Vlog, Toni gonzaga, Tanay Rizal, Daily vlog, Tiktok, Lifestyle, Trending, Viral, Dance, Friendships, Yayamanin, House raid, Rich life, Niceprint, Wedding, Same day edit, Celebrity photography, Celebrity video, Home raid, House tour, Dongyan, Marian",2024-04-28 00:00:00+00:00,"['honest', 'conversation', 'mikee', 'alex', 'gonzaga']",Videoblogging,5
House Construction Update by Alex Gonzaga,15,35,35,2309356,47390,1689,"Alex gonzaga, Alex vlog, New vlog, Ivana alawi, Zeinab, Cong tv, Showtime, Eat, Tvj, Tv5, Gma, Bulaga, News, Travel, New video, Vlog trip, Alex g, Gonzaga, Friends, Best friends, Bff, Funny, New vid, Vlog, Toni gonzaga, Tanay Rizal, Daily vlog, Tiktok, Lifestyle, Trending, Viral, Dance, Friendships, Yayamanin, House raid, Rich life, Niceprint, Wedding, Same day edit, Celebrity photography, Celebrity video, Home raid, House tour, Dongyan, Marian",2024-04-14 00:00:00+00:00,"['house', 'construction', 'update', 'alex', 'gonzaga']",Videoblogging,5
I Opened the First Ever MCDOLLIBEE TRUCK!,31,19,19,359219,9183,499,"Mcdollibee part 2, adam alejo, mcdojollibee",2023-10-24 11:05:47+00:00,"['opened', 'mcdollibee', 'truck']",Anime/Animation,3
I Wanna Have Fun in Zambales #BirthdaySlaycation | VICE GANDA,32,17,18,581603,13334,398,"vice ganda, vice, ganda, meme vice, meme, vicegandako, praybeytbenjamin, teamviceph, vice ganda house tour, vice ganda funny moments, vice ganda movie, gabing gabi na vice",2024-04-05 00:00:00+00:00,"['wan', 'fun', 'zambales', 'birthdayslaycation', 'vice', 'ganda']",Comedy,6
IMAK GNALAN,6,44,44,2266390,77261,5993,"geo ong, vlog, vlogger, ybs, travel, adventure, palawan, gio, ong, gioong, hiphop, covid19, covid, corona, pinoy, philippines, youngbloods, dougie, congtv, teampayaman, jolai, viy, yow, bosskeng, exb, exbattalion, skustclee, yongee, flowg, angelicayap, offroad, livelife, ranzkyle, niana, ranz&niana, camping, offgrid, wildasovich, harabas",2025-02-06 00:00:00+00:00,"['imak', 'gnalan']",Foreign,2
ISANG BUWAN (Ep 8),39,11,11,1681109,70292,4428,"geo ong, vlog, vlogger, ybs, travel, adventure, palawan, gio, ong, gioong, hiphop, covid19, covid, corona, pinoy, philippines, youngbloods, dougie, congtv, teampayaman, jolai, viy, yow, bosskeng, exb, exbattalion, skustclee, yongee, flowg, angelicayap, offroad, livelife, ranzkyle, niana, ranz&niana, camping, offgrid, wildasovich, harabas",2023-12-03 00:00:00+00:00,"['buwan', 'ep']",Foreign,2
ISLA GRANDE | JESS LAPID JR. | FULL TAGALOG ACTION MOVIE,22,28,28,281019,1494,10,"isla grande movie, jungo pinoy movies, tagalog movies, tagalog full movie, full movie, free movie, free full movie tagalog dubbed, full length filipino movies, full movie filipino film, tagalog dubbed full movie, tagalog dubbed full movie action, tagalog dubbed, tagalized action movies, tagalog dubbed action movies, tagalized full movies, best tagalog action movies, tagalog dubbed action film, tagalog dubbed action movies 2022, free tagalog movies",2023-12-04 00:00:00+00:00,"['isla', 'grande', 'jess', 'lapid', 'jr', 'tagalog', 'action', 'movie']",Movies,8
"Isla sa bayan ng Tubigon sa Bohol, unti-unti na raw lumulubog | Kapuso Mo, Jessica Soho",48,2,2,2254311,14597,2288,"GMA, GMA 7, GMA Public Affairs, Public Affairs, Magazine, Kapuso Mo Jessica Soho, KMJS, Jessica Soho, KMJS 2024, vertical:news, genre:entertainment, format:interview, source:video, type:digital, series:Kapuso Mo, topic:explainer, kmjs, kapuso mo jessica soho, trending news, kmjs today, kmjs latest, kapuso mo jessica soho latest episode, person:Jessica Soho, language:Filipino, KMJS may 12 2024, KMJS may 12 2024 episode, KMJS climate change, climate change philippines, climate change ph",2024-05-13 00:00:00+00:00,"['isla', 'bayan', 'tubigon', 'bohol', 'untiunti', 'raw', 'lumulubog', 'kapuso', 'mo', 'jessica', 'soho']",Entertainment,11
"Jaclyn Jose, pumanaw na | Frontline Sa Umaga",15,35,35,461890,3304,478,"n5e, news5, news5digital, tv5, philippines, ph, news, breaking, news5everywhere, frontline, pilipinas, umaga, tonight, alerts, newsbreak, breakingnews, balita, marcos, bbm, duterte, tulfo, raffy, coc, fyp, fyi, newsph, breakingnewsph, socialnewsph, entertainmentnewsph, entertainment, tiktoknews, tiktok, trending, sarah, pba, uaap, vlog, sports",2024-03-04 00:00:00+00:00,"['jaclyn', 'jose', 'pumanaw', 'frontline', 'umaga']",Entertainment,5
"Jaclyn Jose, pumanaw sa edad na 60 dahil sa heart attack",45,5,5,430333,3874,536,"n5e, news5, news5digital, tv5, philippines, ph, news, breaking, news5everywhere, frontline, pilipinas, umaga, tonight, alerts, newsbreak, breakingnews, balita, marcos, bbm, duterte, tulfo, raffy, coc, fyp, fyi, newsph, breakingnewsph, socialnewsph, entertainmentnewsph, entertainment, tiktoknews, tiktok, trending, sarah, pba, uaap, vlog, sports",2024-03-04 00:00:00+00:00,"['jaclyn', 'jose', 'pumanaw', 'edad', '60', 'heart', 'attack']",Entertainment,7
Jail For A Day by Alex Gonzaga,7,43,43,1736227,51878,1967,"Alex gonzaga, Alex g, New vlog, Alex vlog, Toni gonzaga, Soriano, Funny, Yaya, For a day, Toni fowler, Alex, Mikee, Winnie wong, Paul soriano, Abscbn, Gma, Ivana alawi, Vice ganda, Showtime, Tvj, Wowowin, Mommy pinty, New, Tiktok, Trending, Viral, Comedy, Travel, Jojo, Uncle, Tonitalks, Tv5, Pinty, Bopin, Bonoy, Cong tv, viy, Payaman, Geo, Batang quiapo, Abs, Eat bulaga, LOL, Trend, Morada, Mikee alex, Challenge, New trending, Whamos, Zeinab, Harake, Andrea, Nina, niana, Viva, prank",2023-10-22 05:01:18+00:00,"['jail', 'day', 'alex', 'gonzaga']",Videoblogging,4
KALINGA,11,39,39,2383081,93504,6632,"geo ong, vlog, vlogger, ybs, travel, adventure, palawan, gio, ong, gioong, hiphop, covid19, covid, corona, pinoy, philippines, youngbloods, dougie, congtv, teampayaman, jolai, viy, yow, bosskeng, exb, exbattalion, skustclee, yongee, flowg, angelicayap, offroad, livelife, ranzkyle, niana, ranz&niana, camping, offgrid, wildasovich, harabas",2025-01-09 00:00:00+00:00,['kalinga'],Foreign,1
KALMA,5,44,45,2294317,99878,9000,"geo ong, vlog, vlogger, ybs, travel, adventure, palawan, gio, ong, gioong, hiphop, covid19, covid, corona, pinoy, philippines, youngbloods, dougie, congtv, teampayaman, jolai, viy, yow, bosskeng, exb, exbattalion, skustclee, yongee, flowg, angelicayap, offroad, livelife, ranzkyle, niana, ranz&niana, camping, offgrid, wildasovich, harabas",2024-11-06 00:00:00+00:00,['kalma'],Foreign,1
KIBUNGAN,22,28,28,2289265,84376,7259,"geo ong, vlog, vlogger, ybs, travel, adventure, palawan, gio, ong, gioong, hiphop, covid19, covid, corona, pinoy, philippines, youngbloods, dougie, congtv, teampayaman, jolai, viy, yow, bosskeng, exb, exbattalion, skustclee, yongee, flowg, angelicayap, offroad, livelife, ranzkyle, niana, ranz&niana, camping, offgrid, wildasovich, harabas",2024-12-08 00:00:00+00:00,['kibungan'],Foreign,1
"KMJS Livestream January 12, 2025 Episode | Kapuso Mo, Jessica Soho",37,13,13,708276,4291,197,"Feature, series: Kapuso Mo Jessica Soho, Topic: educational, vertical: entertainment, Topic: viral, Genre: Docu, Genre: Trends, Genre: Public Service, Genre: Horror, series: Kapuso mo Jessica Soho, Person: Jessica Soho, kmjs live, kapuso mo jessica soho live, jessica soho live, kmjs livestream, abs cbn live, kapamilya online live, rated k, kmjs horror, kmjs today, kmjs january 12 2025, KMJS GMA 7, kmjs, kmjs kapuso stream, kapuso stream, tulfo, gma live, pepsi paloma",2025-01-12 00:00:00+00:00,"['kmjs', 'livestream', 'january', '12', '2025', 'episode', 'kapuso', 'mo', 'jessica', 'soho']",Horror,10
"KMJS livestream December 15, 2024 Episode - Replay | Kapuso Mo, Jessica Soho",32,18,18,713042,4090,120,"Feature, series: Kapuso Mo Jessica Soho, Topic: educational, vertical: entertainment, Topic: viral, Genre: Docu, Genre: Trends, Genre: Public Service, Genre: Horror, series: Kapuso mo Jessica Soho, Person: Jessica Soho, kmjs live, kapuso mo jessica soho live, jessica soho live, kmjs livestream, abs cbn live, kapamilya online live, rated k, kmjs horror, kmjs today, kmjs december 15, KMJS GMA 7, kmjs, kmjs kapuso stream, kapuso stream, mr beast, gma live, maris & anthony",2024-12-15 00:00:00+00:00,"['kmjs', 'livestream', 'december', '15', '2024', 'episode', 'replay', 'kapuso', 'mo', 'jessica', 'soho']",Horror,11
"KMJS livestream December 8, 2024 Episode - Replay | Kapuso Mo, Jessica Soho",44,6,6,682813,4019,131,"Genre: Feature, series: Kapuso Mo Jessica Soho, Topic: educational, vertical: entertainment, Topic: viral, Genre: Docu, Genre: Trends, Genre: Public Service, Genre: Horror, series: Kapuso mo Jessica Soho Live, Person: Jessica Soho, kmjs live, jessica soho latest episode, kmjs livestream, kapamilya online live, kmjs horror, kmjs latest episode 2024, kmjs, kmjs latest episode, jessica soho, kmjs livestreaming today, kapuso mo jessica soho, gma live, mr beast, tulfo, mpl",2024-12-08 00:00:00+00:00,"['kmjs', 'livestream', 'december', '2024', 'episode', 'replay', 'kapuso', 'mo', 'jessica', 'soho']",Horror,10
"KMJS livestream February 16, 2025 Episode - Replay | Kapuso Mo, Jessica Soho",4,46,46,2213010,12676,582,"Genre: Feature, series: Kapuso Mo Jessica Soho, Topic: educational, vertical: entertainment, Topic: viral, Genre: Docu, Genre: Trends, Genre: Public Service, Genre: Horror, series: Kapuso mo Jessica Soho, Person: Jessica Soho, kmjs live, kapuso mo jessica soho live, jessica soho live, kmjs livestream, abs cbn live, kapamilya online live, rated k, kmjs horror, kmjs today, kmjs february 16 2025, KMJS GMA 7, kmjs, kmjs kapuso stream, kapuso stream, tulfo, gma live",2025-02-16 00:00:00+00:00,"['kmjs', 'livestream', 'february', '16', '2025', 'episode', 'replay', 'kapuso', 'mo', 'jessica', 'soho']",Horror,11
"KMJS livestream February 23, 2025 Episode - Replay | Kapuso Mo, Jessica Soho",47,3,3,886663,5024,194,"Genre: Feature, series: Kapuso Mo Jessica Soho, Topic: educational, vertical: entertainment, Topic: viral, Genre: Docu, Genre: Trends, Genre: Public Service, Genre: Horror, series: Kapuso mo Jessica Soho, Person: Jessica Soho, kmjs live, kapuso mo jessica soho live, jessica soho live, kmjs livestream, abs cbn live, kapamilya online live, rated k, kmjs horror, kmjs today, kmjs february 16 2025, KMJS GMA 7, kmjs, kmjs kapuso stream, kapuso stream, tulfo, gma live",2025-02-23 00:00:00+00:00,"['kmjs', 'livestream', 'february', '23', '2025', 'episode', 'replay', 'kapuso', 'mo', 'jessica', 'soho']",Horror,11
"KMJS livestream January 19, 2025 Episode - Replay | Kapuso Mo, Jessica Soho",44,6,6,779302,4547,128,"Feature, series: Kapuso Mo Jessica Soho, Topic: educational, vertical: entertainment, Topic: viral, Genre: Docu, Genre: Trends, Genre: Public Service, Genre: Horror, series: Kapuso mo Jessica Soho, Person: Jessica Soho, kmjs live, kapuso mo jessica soho live, jessica soho live, kmjs livestream, abs cbn live, kapamilya online live, rated k, kmjs horror, kmjs today, kmjs january 19 2025, KMJS GMA 7, kmjs, kmjs kapuso stream, kapuso stream, tulfo, gma live",2025-01-19 00:00:00+00:00,"['kmjs', 'livestream', 'january', '19', '2025', 'episode', 'replay', 'kapuso', 'mo', 'jessica', 'soho']",Horror,11
"KMJS livestream January 7, 2024 Episode | Kapuso Mo, Jessica Soho",30,20,20,585159,5954,138,"vertical:entertainment, genre:factual, format:full episode, source:etc, type:digital, series: Kapuso Mo Jessica Soho, topic:GMA Public Affairs Live, GMA Network, Kapuso Stream, Kapuso Stream Live Today, kmjs Live, person:Jessica Soho, location:Philippines, language:Filipino, kapuso mo jessica soho 2023, kmjs December 31 2023, kapuso mo jessica soho livestream, jessica soho, jessica soho latest, capinpin brothers, ser geybin, chief allen, capinpin, beth capinpin",2024-01-07 00:00:00+00:00,"['kmjs', 'livestream', 'january', '2024', 'episode', 'kapuso', 'mo', 'jessica', 'soho']",Entertainment,9
"KMJS livestream March 16, 2025 Episode - Replay | Kapuso Mo, Jessica Soho",33,17,17,866308,5296,1416,"Genre: Feature, series: Kapuso Mo Jessica Soho, Topic: educational, vertical: entertainment, Topic: viral, Genre: Docu, Genre: Trends, Genre: Public Service, Genre: Horror, series: Kapuso mo Jessica Soho, Person: Jessica Soho, kmjs live, kapuso mo jessica soho live, jessica soho live, kmjs livestream, abs cbn live, kapamilya online live, rated k, kmjs today, kmjs march 16 2025, KMJS GMA, kmjs kapuso stream, duterte icc, fprrd, duterte, nahulog sa escalator, kitty duterte",2025-03-16 00:00:00+00:00,"['kmjs', 'livestream', 'march', '16', '2025', 'episode', 'replay', 'kapuso', 'mo', 'jessica', 'soho']",Horror,11
"KMJS livestream March 23, 2025 Episode - Replay | Kapuso Mo, Jessica Soho",33,17,17,863908,4397,152,"Genre: Feature, series: Kapuso Mo Jessica Soho, Topic: educational, vertical: entertainment, Topic: viral, Genre: Docu, Genre: Trends, Genre: Public Service, Genre: Horror, series: Kapuso mo Jessica Soho, Person: Jessica Soho, kmjs live, kapuso mo jessica soho live, jessica soho live, kmjs livestream, abs cbn live, kapamilya online live, rated k, kmjs horror, kmjs today, kmjs march 23 2025, KMJS GMA 7, kmjs, kmjs kapuso stream, tulfo, gma live, SIGNOS, bata nalapnos",2025-03-23 00:00:00+00:00,"['kmjs', 'livestream', 'march', '23', '2025', 'episode', 'replay', 'kapuso', 'mo', 'jessica', 'soho']",Horror,11
